term1,term2,count
microwave,electron,1
microwave,palladium,1
microwave,proton,1
microwave,of star,0
microwave,period,0
microwave,testing,1
microwave,magnesium,0
microwave,ray,2
microwave,analysis,0
microwave,system,0
microwave,spectrum,0
microwave,he i,0
microwave,argon,3
microwave,red star,0
microwave,evaporation,0
microwave,formation,1
microwave,air,0
microwave,cycle,0
microwave,current,0
microwave,arc,2
microwave,vacuum,0
microwave,bubble,0
microwave,temperature,1
microwave,copper,0
microwave,power,18
microwave,map,0
microwave,n star,0
microwave,url,0
microwave,filter,14
microwave,cs,1
microwave,ethane,12
microwave,ratio,9
microwave,me star,1
microwave,source,18
microwave,lithium,0
microwave,coupling,1
microwave,w-,0
microwave,function,0
microwave,tin,7
microwave,oxygen,0
microwave,glass,0
microwave,comparison,0
microwave,pressure,13
microwave,water,0
microwave,graph,13
microwave,sodium,1
microwave,unit,0
microwave,methane,12
microwave,position,0
microwave,potassium,3
microwave,mass,0
microwave,origin,0
microwave,f star,0
microwave,error,0
microwave,spectroscopy,0
microwave,design,0
microwave,g star,0
microwave,gas,4
microwave,flux,0
microwave,caesium,0
microwave,nitrogen,0
microwave,s star,0
microwave,volatile,0
microwave,intensity,0
microwave,interaction,0
microwave,iron,0
microwave,time,0
microwave,boron,17
microwave,age,0
caesium,o star,0
caesium,ring,1
caesium,ammonia,0
caesium,bromine,0
caesium,ion,1
caesium,carbon,1
caesium,electron,0
caesium,palladium,1
caesium,proton,0
caesium,of star,1
caesium,period,0
caesium,testing,0
caesium,magnesium,0
caesium,ray,0
caesium,analysis,1
caesium,system,0
caesium,spectrum,0
caesium,he i,0
caesium,argon,0
caesium,red star,0
caesium,evaporation,0
caesium,formation,0
caesium,air,0
caesium,cycle,0
caesium,current,0
caesium,arc,1
caesium,vacuum,0
caesium,bubble,0
caesium,temperature,0
caesium,copper,1
caesium,power,1
caesium,map,0
caesium,n star,0
caesium,url,0
caesium,filter,0
caesium,cs,0
caesium,ethane,1
caesium,ratio,0
caesium,me star,0
caesium,source,1
caesium,lithium,0
caesium,coupling,1
caesium,w-,0
caesium,function,0
caesium,tin,1
caesium,oxygen,0
caesium,glass,0
caesium,comparison,0
caesium,pressure,1
caesium,water,0
caesium,graph,1
caesium,sodium,0
caesium,unit,0
caesium,methane,1
caesium,position,0
caesium,potassium,0
caesium,mass,0
caesium,origin,0
caesium,f star,1
caesium,error,0
caesium,spectroscopy,1
caesium,design,0
caesium,g star,0
caesium,gas,0
caesium,flux,0
caesium,microwave,0
caesium,nitrogen,1
caesium,s star,0
caesium,volatile,0
caesium,intensity,0
caesium,interaction,0
caesium,iron,0
caesium,time,0
caesium,boron,1
caesium,age,0
nitrogen,o star,0
nitrogen,ring,1
nitrogen,ammonia,0
nitrogen,bromine,1
nitrogen,ion,4
nitrogen,carbon,2
nitrogen,electron,0
nitrogen,palladium,3
nitrogen,proton,0
nitrogen,of star,2
nitrogen,period,0
nitrogen,testing,0
nitrogen,magnesium,0
nitrogen,ray,0
nitrogen,analysis,1
nitrogen,system,0
nitrogen,spectrum,0
nitrogen,he i,0
nitrogen,argon,1
nitrogen,red star,0
nitrogen,evaporation,0
nitrogen,formation,0
nitrogen,air,0
nitrogen,cycle,0
nitrogen,current,0
nitrogen,arc,2
nitrogen,vacuum,0
nitrogen,bubble,0
nitrogen,temperature,1
nitrogen,copper,1
nitrogen,power,4
nitrogen,map,0
nitrogen,n star,0
nitrogen,url,0
nitrogen,filter,0
nitrogen,cs,0
nitrogen,ethane,1
nitrogen,ratio,0
nitrogen,me star,0
nitrogen,source,4
nitrogen,lithium,0
nitrogen,coupling,2
nitrogen,w-,0
nitrogen,function,0
nitrogen,tin,2
nitrogen,oxygen,1
nitrogen,glass,0
nitrogen,comparison,0
nitrogen,pressure,3
nitrogen,water,2
nitrogen,graph,1
nitrogen,sodium,1
nitrogen,unit,0
nitrogen,methane,1
nitrogen,position,0
nitrogen,potassium,0
nitrogen,mass,0
nitrogen,origin,0
nitrogen,f star,2
nitrogen,error,0
nitrogen,spectroscopy,1
nitrogen,design,1
nitrogen,g star,0
nitrogen,gas,1
nitrogen,flux,1
nitrogen,microwave,0
nitrogen,caesium,1
nitrogen,s star,0
nitrogen,volatile,0
nitrogen,intensity,0
nitrogen,interaction,0
nitrogen,iron,0
nitrogen,time,2
nitrogen,boron,3
nitrogen,age,0
s star,o star,1
s star,ring,0
s star,ammonia,1
s star,bromine,0
s star,ion,1
s star,carbon,0
s star,electron,0
s star,palladium,0
s star,proton,0
s star,of star,1
s star,period,0
s star,testing,0
s star,magnesium,0
s star,ray,0
s star,analysis,1
s star,system,0
s star,spectrum,0
s star,he i,0
s star,argon,0
s star,red star,0
s star,evaporation,0
s star,formation,0
s star,air,0
s star,cycle,0
s star,current,0
s star,arc,1
s star,vacuum,0
s star,bubble,0
s star,temperature,0
s star,copper,0
s star,power,1
s star,map,0
s star,n star,0
s star,url,0
s star,filter,0
s star,cs,0
s star,ethane,1
s star,ratio,1
s star,me star,0
s star,source,1
s star,lithium,0
s star,coupling,0
s star,w-,0
s star,function,0
s star,tin,1
s star,oxygen,0
s star,glass,0
s star,comparison,0
s star,pressure,1
s star,water,0
s star,graph,1
s star,sodium,0
s star,unit,0
s star,methane,1
s star,position,0
s star,potassium,0
s star,mass,0
s star,origin,0
s star,f star,1
s star,error,0
s star,spectroscopy,0
s star,design,0
s star,g star,0
s star,gas,0
s star,flux,0
s star,microwave,0
s star,caesium,0
s star,nitrogen,0
s star,volatile,1
s star,intensity,1
s star,interaction,0
s star,iron,0
s star,time,0
s star,boron,0
s star,age,0
volatile,o star,1
volatile,ring,0
volatile,ammonia,2
volatile,bromine,0
volatile,ion,2
volatile,carbon,0
volatile,electron,0
volatile,palladium,0
volatile,proton,0
volatile,of star,1
volatile,period,0
volatile,testing,0
volatile,magnesium,0
volatile,ray,0
volatile,analysis,2
volatile,system,0
volatile,spectrum,1
volatile,he i,0
volatile,argon,0
volatile,red star,1
volatile,evaporation,0
volatile,formation,0
volatile,air,0
volatile,cycle,0
volatile,current,0
volatile,arc,2
volatile,vacuum,0
volatile,bubble,0
volatile,temperature,0
volatile,copper,0
volatile,power,2
volatile,map,0
volatile,n star,0
volatile,url,0
volatile,filter,0
volatile,cs,0
volatile,ethane,2
volatile,ratio,2
volatile,me star,0
volatile,source,2
volatile,lithium,0
volatile,coupling,0
volatile,w-,0
volatile,function,0
volatile,tin,2
volatile,oxygen,0
volatile,glass,0
volatile,comparison,0
volatile,pressure,2
volatile,water,0
volatile,graph,2
volatile,sodium,0
volatile,unit,0
volatile,methane,2
volatile,position,0
volatile,potassium,0
volatile,mass,0
volatile,origin,0
volatile,f star,1
volatile,error,0
volatile,spectroscopy,0
volatile,design,0
volatile,g star,0
volatile,gas,0
volatile,flux,0
volatile,microwave,0
volatile,caesium,0
volatile,nitrogen,0
volatile,s star,1
volatile,intensity,1
volatile,interaction,0
volatile,iron,0
volatile,time,0
volatile,boron,0
volatile,age,0
intensity,o star,1
intensity,ring,0
intensity,ammonia,1
intensity,bromine,0
intensity,ion,1
intensity,carbon,0
intensity,electron,0
intensity,palladium,0
intensity,proton,0
intensity,of star,1
intensity,period,0
intensity,testing,0
intensity,magnesium,0
intensity,ray,0
intensity,analysis,1
intensity,system,0
intensity,spectrum,0
intensity,he i,0
intensity,argon,0
intensity,red star,0
intensity,evaporation,0
intensity,formation,0
intensity,air,0
intensity,cycle,0
intensity,current,0
intensity,arc,1
intensity,vacuum,0
intensity,bubble,0
intensity,temperature,0
intensity,copper,0
intensity,power,1
intensity,map,0
intensity,n star,0
intensity,url,0
intensity,filter,0
intensity,cs,0
intensity,ethane,1
intensity,ratio,1
intensity,me star,0
intensity,source,1
intensity,lithium,0
intensity,coupling,0
intensity,w-,0
intensity,function,0
intensity,tin,1
intensity,oxygen,0
intensity,glass,0
intensity,comparison,0
intensity,pressure,1
intensity,water,0
intensity,graph,1
intensity,sodium,0
intensity,unit,0
intensity,methane,1
intensity,position,0
intensity,potassium,0
intensity,mass,0
intensity,origin,0
intensity,f star,1
intensity,error,0
intensity,spectroscopy,0
intensity,design,0
intensity,g star,0
intensity,gas,0
intensity,flux,0
intensity,microwave,0
intensity,caesium,0
intensity,nitrogen,0
intensity,s star,1
intensity,volatile,1
intensity,interaction,0
intensity,iron,0
intensity,time,0
intensity,boron,0
intensity,age,0
interaction,o star,0
interaction,ring,0
interaction,ammonia,1
interaction,bromine,0
interaction,ion,1
interaction,carbon,1
interaction,electron,0
interaction,palladium,0
interaction,proton,1
interaction,of star,1
interaction,period,0
interaction,testing,0
interaction,magnesium,0
interaction,ray,0
interaction,analysis,0
interaction,system,0
interaction,spectrum,1
interaction,he i,0
interaction,argon,0
interaction,red star,0
interaction,evaporation,0
interaction,formation,0
interaction,air,0
interaction,cycle,0
interaction,current,0
interaction,arc,1
interaction,vacuum,0
interaction,bubble,0
interaction,temperature,0
interaction,copper,0
interaction,power,1
interaction,map,0
interaction,n star,0
interaction,url,0
interaction,filter,1
interaction,cs,0
interaction,ethane,1
interaction,ratio,0
interaction,me star,0
interaction,source,1
interaction,lithium,0
interaction,coupling,1
interaction,w-,0
interaction,function,0
interaction,tin,1
interaction,oxygen,0
interaction,glass,0
interaction,comparison,0
interaction,pressure,1
interaction,water,0
interaction,graph,1
interaction,sodium,0
interaction,unit,0
interaction,methane,1
interaction,position,0
interaction,potassium,1
interaction,mass,0
interaction,origin,0
interaction,f star,1
interaction,error,0
interaction,spectroscopy,0
interaction,design,0
interaction,g star,0
interaction,gas,1
interaction,flux,0
interaction,microwave,0
interaction,caesium,0
interaction,nitrogen,0
interaction,s star,0
interaction,volatile,0
interaction,intensity,0
interaction,iron,1
interaction,time,0
interaction,boron,1
interaction,age,0
iron,o star,0
iron,ring,0
iron,ammonia,1
iron,bromine,0
iron,ion,1
iron,carbon,1
iron,electron,0
iron,palladium,0
iron,proton,1
iron,of star,1
iron,period,0
iron,testing,0
iron,magnesium,0
iron,ray,0
iron,analysis,0
iron,system,0
iron,spectrum,1
iron,he i,0
iron,argon,0
iron,red star,0
iron,evaporation,0
iron,formation,0
iron,air,0
iron,cycle,0
iron,current,0
iron,arc,1
iron,vacuum,0
iron,bubble,0
iron,temperature,0
iron,copper,0
iron,power,1
iron,map,0
iron,n star,0
iron,url,0
iron,filter,1
iron,cs,0
iron,ethane,1
iron,ratio,0
iron,me star,0
iron,source,1
iron,lithium,0
iron,coupling,1
iron,w-,0
iron,function,0
iron,tin,1
iron,oxygen,0
iron,glass,0
iron,comparison,0
iron,pressure,1
iron,water,0
iron,graph,1
iron,sodium,0
iron,unit,0
iron,methane,1
iron,position,0
iron,potassium,1
iron,mass,0
iron,origin,0
iron,f star,1
iron,error,0
iron,spectroscopy,0
iron,design,0
iron,g star,0
iron,gas,1
iron,flux,0
iron,microwave,0
iron,caesium,0
iron,nitrogen,0
iron,s star,0
iron,volatile,0
iron,intensity,0
iron,interaction,1
iron,time,0
iron,boron,1
iron,age,0
time,o star,0
time,ring,6
time,ammonia,1
time,bromine,3
time,ion,10
time,carbon,6
time,electron,0
time,palladium,1
time,proton,0
time,of star,0
time,period,1
time,testing,0
time,magnesium,5
time,ray,5
time,analysis,0
time,system,0
time,spectrum,0
time,he i,1
time,argon,5
time,red star,0
time,evaporation,0
time,formation,0
time,air,0
time,cycle,0
time,current,0
time,arc,1
time,vacuum,0
time,bubble,0
time,temperature,5
time,copper,0
time,power,10
time,map,1
time,n star,1
time,url,1
time,filter,4
time,cs,4
time,ethane,2
time,ratio,2
time,me star,0
time,source,10
time,lithium,1
time,coupling,2
time,w-,0
time,function,0
time,tin,6
time,oxygen,0
time,glass,0
time,comparison,0
time,pressure,1
time,water,6
time,graph,2
time,sodium,7
time,unit,0
time,methane,2
time,position,2
time,potassium,0
time,mass,1
time,origin,1
time,f star,0
time,error,0
time,spectroscopy,0
time,design,1
time,g star,1
time,gas,1
time,flux,5
time,microwave,0
time,caesium,0
time,nitrogen,2
time,s star,0
time,volatile,0
time,intensity,0
time,interaction,0
time,iron,0
time,boron,1
time,age,2
boron,o star,0
boron,ring,7
boron,ammonia,18
boron,bromine,1
boron,ion,40
boron,carbon,26
boron,electron,1
boron,palladium,5
boron,proton,2
boron,of star,5
boron,period,0
boron,testing,1
boron,magnesium,0
boron,ray,3
boron,analysis,1
boron,system,2
boron,spectrum,6
boron,he i,2
boron,argon,7
boron,red star,1
boron,evaporation,0
boron,formation,4
boron,air,1
boron,cycle,1
boron,current,0
boron,arc,21
boron,vacuum,0
boron,bubble,1
boron,temperature,4
boron,copper,1
boron,power,40
boron,map,0
boron,n star,0
boron,url,0
boron,filter,27
boron,cs,2
boron,ethane,19
boron,ratio,14
boron,me star,1
boron,source,40
boron,lithium,0
boron,coupling,13
boron,w-,0
boron,function,0
boron,tin,16
boron,oxygen,1
boron,glass,0
boron,comparison,0
boron,pressure,27
boron,water,6
boron,graph,26
boron,sodium,2
boron,unit,0
boron,methane,19
boron,position,2
boron,potassium,20
boron,mass,0
boron,origin,0
boron,f star,5
boron,error,0
boron,spectroscopy,1
boron,design,0
boron,g star,0
boron,gas,23
boron,flux,5
boron,microwave,17
boron,caesium,1
boron,nitrogen,3
boron,s star,0
boron,volatile,0
boron,intensity,0
boron,interaction,1
boron,iron,1
boron,time,1
boron,age,0
age,o star,0
age,ring,4
age,ammonia,0
age,bromine,3
age,ion,4
age,carbon,1
age,electron,0
age,palladium,0
age,proton,0
age,of star,0
age,period,1
age,testing,0
age,magnesium,0
age,ray,4
age,analysis,0
age,system,0
age,spectrum,0
age,he i,1
age,argon,1
age,red star,0
age,evaporation,0
age,formation,0
age,air,1
age,cycle,0
age,current,0
age,arc,1
age,vacuum,1
age,bubble,0
age,temperature,4
age,copper,0
age,power,4
age,map,0
age,n star,1
age,url,0
age,filter,3
age,cs,1
age,ethane,0
age,ratio,0
age,me star,0
age,source,4
age,lithium,0
age,coupling,0
age,w-,0
age,function,0
age,tin,4
age,oxygen,0
age,glass,1
age,comparison,0
age,pressure,2
age,water,4
age,graph,0
age,sodium,2
age,unit,0
age,methane,0
age,position,3
age,potassium,0
age,mass,1
age,origin,1
age,f star,0
age,error,0
age,spectroscopy,0
age,design,0
age,g star,0
age,gas,0
age,flux,1
age,microwave,0
age,caesium,0
age,nitrogen,0
age,s star,0
age,volatile,0
age,intensity,0
age,interaction,0
age,iron,0
age,time,2
age,boron,0
